webpageurl,score
http://en.wikipedia.org/wiki/Wikipedia:Community_portal,0.07985743365710153
http://en.wikipedia.org/wiki/Vietnam_War,0.07047312464694815
"https://en.wikipedia.org/wiki/Queens,_New_York",0.06970901509131383
https://en.wikipedia.org/wiki/Queens,0.06970899802001398
http://en.wikipedia.org/wiki/Benjamin_Franklin,0.06840918946018563
https://en.wikipedia.org/wiki/New_York_City,0.06738860297055901
https://en.wikipedia.org/wiki/Andalusia,0.06324463832505788
http://en.wikipedia.org/wiki/John_Locke,0.059257205082360924
http://en.wikipedia.org/wiki/University_of_Pennsylvania,0.057890079599951544
http://en.wikipedia.org/wiki/Thomas_Paine,0.05439855599036446
http://en.wikipedia.org/wiki/Economy_of_the_United_States,0.053618840346201936
http://en.wikipedia.org/wiki/Slavery_in_the_United_States,0.05306538417593644
https://en.wikipedia.org/wiki/en:New_York_City,0.05172940276553778
https://en.wikipedia.org/wiki/Manhattan_Island,0.05148893284595887
http://en.wikipedia.org/wiki/Thomas_Jefferson,0.05075727254763281
http://en.wikipedia.org/wiki/List_of_regions_of_the_United_States,0.0500451934512805
http://en.wikipedia.org/wiki/Jerome_Fisher_Program_in_Management_and_Technology,0.04945570176430074
http://en.wikipedia.org/wiki/Music_of_the_United_States,0.04859371160743783
https://en.wikipedia.org/wiki/New_York_metropolitan_area,0.04724882109833111
https://en.wikipedia.org/wiki/Massachusetts,0.04669766106328781
http://en.wikipedia.org/wiki/Racism_in_the_United_States,0.04665066095748121
https://en.wikipedia.org/wiki/Manhattan,0.0461088068746649
https://en.wikipedia.org/wiki/20th_century,0.04607356759642296
http://en.wikipedia.org/wiki/History_of_slavery_in_the_United_States,0.04501457864803358
http://en.wikipedia.org/w/?oldid=943858281&title=John_Locke,0.04490414348928154
http://en.wikipedia.org/wiki/Delaware,0.044073214099002285
"https://en.wikipedia.org/wiki/New_York-Newark,_NY-NJ-CT-PA_Combined_Statistical_Area",0.04378968995994081
http://en.wikipedia.org/wiki/Space_Race,0.04342692146957237
https://en.wikipedia.org/wiki/United_States_of_America,0.04306491101799684
https://en.wikipedia.org/wiki/United_States,0.04301006705890273
http://en.wikipedia.org/wiki/Jean-Jacques_Rousseau,0.042805316664666984
http://en.wikipedia.org/wiki/Income_inequality_in_the_United_States,0.04188022087991126
https://en.wikipedia.org/wiki/Hillary_Clinton,0.04171555420162186
"https://en.wikipedia.org/wiki/Trenton,_New_Jersey",0.040067097007117164
https://en.wikipedia.org/wiki/Democratic_Party_(United_States),0.0396880574228333
https://en.wikipedia.org/wiki/Rockefeller_Center,0.03943271141621225
http://en.wikipedia.org/wiki/Religion_in_the_United_States,0.0393632507600116
https://en.wikipedia.org/wiki/List_of_members_of_the_United_States_House_of_Representatives,0.03916861064564619
https://en.wikipedia.org/wiki/Georgia_(U.S._state),0.03912441336244726
https://en.wikipedia.org/wiki/List_of_current_members_of_the_United_States_House_of_Representatives,0.03910985531709384
https://en.wikipedia.org/wiki/Long_Island,0.039042124034158555
https://en.wikipedia.org/wiki/Home_Shopping_Network,0.03879955644284791
https://en.wikipedia.org/wiki/Washington_(state),0.038630671661148835
http://en.wikipedia.org/wiki/United_States_Electoral_College,0.038429797958958754
http://en.wikipedia.org/wiki/Anti-Americanism,0.03825459947478239
http://en.wikipedia.org/wiki/Virginia,0.03824440465343138
https://en.wikipedia.org/wiki/Television,0.03782596785944369
https://en.wikipedia.org/wiki/Delaware,0.03777208351799021
"https://en.wikipedia.org/wiki/Brooklyn,_New_York",0.03753871436742455
https://en.wikipedia.org/wiki/Brooklyn,0.0375386929321405
http://en.wikipedia.org/wiki/United_States,0.037260769619138094
http://en.wikipedia.org/wiki/United_States_of_America,0.037205841138804686
http://en.wikipedia.org/wiki/Colorado_River,0.03717511802725455
https://en.wikipedia.org/wiki/List_of_political_ideologies,0.037023634811667275
https://en.wikipedia.org/wiki/United_States_Democratic_Party,0.036940372733626554
https://en.wikipedia.org/wiki/Government_of_Delaware,0.03667609416860561
http://en.wikipedia.org/wiki/Nelly_Conway_Madison,0.03651255793360096
http://en.wikipedia.org/wiki/Delaware_Division_of_Revenue,0.036460746331243646
http://en.wikipedia.org/wiki/Founding_Fathers_of_the_United_States,0.03621908687725231
http://en.wikipedia.org/wiki/United_States_House_of_Representatives,0.03590192362010505
http://en.wikipedia.org/w/?oldid=944491908&title=Delaware,0.03585803074330001
"https://en.wikipedia.org/wiki/Washington,_D.C.",0.03562594174502067
https://en.wikipedia.org/wiki/Washington_D.C.,0.035571161862309256
http://en.wikipedia.org/wiki/Education_in_the_United_States,0.034922056394023834
http://en.wikipedia.org/wiki/Marquis_de_Sade,0.034806554771824066
https://en.wikipedia.org/wiki/Ridge-and-Valley_Appalachians,0.034763829825547085
http://en.wikipedia.org/wiki/Wikipedia:Contributing_to_Wikipedia,0.034726895846431155
http://en.wikipedia.org/wiki/Portal:United_States,0.03442618252053693
https://en.wikipedia.org/wiki/List_of_United_States_television_markets,0.03381942701719683
"https://en.wikipedia.org/wiki/Newark,_New_Jersey",0.03381636983150701
https://en.wikipedia.org/wiki/Thomas_Paine,0.03364728679318016
http://en.wikipedia.org/wiki/Adam_Smith,0.033607397579284486
http://en.wikipedia.org/wiki/Democratic_Party_(United_States),0.03352609177947505
http://en.wikipedia.org/wiki/Pennsylvania_Assembly,0.033384750056944766
https://en.wikipedia.org/wiki/Thomas_Jefferson,0.033353901946348435
http://en.wikipedia.org/wiki/James_Madison,0.03317606571676897
https://en.wikipedia.org/wiki/John_Locke,0.03282253989072441
https://en.wikipedia.org/wiki/116th_United_States_Congress,0.0327966289496217
"https://en.wikipedia.org/wiki/Philadelphia,_Pennsylvania",0.032771198168322746
https://en.wikipedia.org/wiki/Philadelphia,0.032771163296995955
https://en.wikipedia.org/wiki/Blue_Ridge_Mountains,0.03263658147312082
https://en.wikipedia.org/wiki/Trinity_Broadcasting_Network,0.03257823800222229
https://en.wikipedia.org/wiki/115th_United_States_Congress,0.03247862736696344
http://en.wikipedia.org/wiki/Reconstruction_era,0.03212874815459829
https://en.wikipedia.org/wiki/Nancy_Pelosi,0.03197765239664599
https://en.wikipedia.org/wiki/List_of_United_States_congressional_districts,0.031958213584218145
https://en.wikipedia.org/wiki/District_of_Columbia,0.03189128557842152
https://en.wikipedia.org/wiki/Staten_Island,0.031772142019092835
https://en.wikipedia.org/wiki/Piedmont_(United_States),0.03173302077251721
https://en.wikipedia.org/wiki/112th_United_States_Congress,0.03170168947894148
https://en.wikipedia.org/wiki/Libertarianism,0.03161387935788753
http://en.wikipedia.org/wiki/Libertarianism,0.03160732501084368
http://en.wikipedia.org/wiki/Montesquieu,0.03159278714660674
https://en.wikipedia.org/wiki/John_F._Kennedy,0.03153856235683431
https://en.wikipedia.org/wiki/114th_United_States_Congress,0.03141959897542414
https://en.wikipedia.org/wiki/113th_United_States_Congress,0.03135912455775
https://en.wikipedia.org/wiki/Barack_Obama,0.031325541995572546
https://en.wikipedia.org/wiki/New_Jersey,0.03102328648021529
http://en.wikipedia.org/wiki/Reconstruction_Era,0.030928963369563748
https://en.wikipedia.org/wiki/Benjamin_Franklin,0.030915787674298784
"https://en.wikipedia.org/wiki/Bronx,_New_York",0.03070789089162771
https://en.wikipedia.org/wiki/The_Bronx,0.030707884101760372
http://en.wikipedia.org/wiki/Pennsylvania_General_Assembly,0.030268541257571155
https://en.wikipedia.org/wiki/Americans,0.03024699838971009
https://en.wikipedia.org/wiki/Christian_Broadcasting_Network,0.030092573907591194
https://en.wikipedia.org/wiki/Antisemitism,0.030079116979727722
https://en.wikipedia.org/wiki/George_W._Bush,0.03005549482870274
https://en.wikipedia.org/wiki/Ben_Franklin,0.029982423203680116
https://en.wikipedia.org/wiki/Slavery,0.029773191488988077
http://en.wikipedia.org/wiki/Jeremy_Bentham,0.029750439192684275
https://en.wikipedia.org/wiki/France,0.029635122395028513
https://en.wikipedia.org/wiki/Pope_John_Paul_II,0.029542468522508993
http://en.wikipedia.org/wiki/New_York_City,0.029524373289191844
https://en.wikipedia.org/wiki/Smile_(TV_network),0.0293925598655581
https://en.wikipedia.org/wiki/List_of_original_programs_distributed_by_Netflix,0.02930518008316642
https://en.wikipedia.org/wiki/Anti-Americanism,0.02930178380354936
https://en.wikipedia.org/wiki/University_of_Pennsylvania,0.02925745634918806
https://en.wikipedia.org/wiki/Income_inequality_in_the_United_States,0.029156933534012164
http://en.wikipedia.org/wiki/John_Adams,0.02905670746495532
https://en.wikipedia.org/wiki/New_York_(state),0.02901536435845638
https://en.wikipedia.org/wiki/Racism_in_the_United_States,0.028981285481437427
https://en.wikipedia.org/wiki/Edmund_Burke,0.028696876201422892
http://en.wikipedia.org/wiki/Religion_in_Virginia,0.02868483196130382
https://en.wikipedia.org/wiki/1946_United_States_House_of_Representatives_elections,0.028679108214493924
https://en.wikipedia.org/wiki/Virginia,0.02856164801018126
https://en.wikipedia.org/wiki/105th_United_States_Congress,0.02841860636200745
http://en.wikipedia.org/wiki/Library_of_Congress,0.028236503324975484
http://en.wikipedia.org/wiki/African_Americans,0.028234519673233652
https://en.wikipedia.org/wiki/Native_Americans_in_the_United_States,0.028210269820320173
https://en.wikipedia.org/wiki/Okinawa,0.02815855072071779
https://en.wikipedia.org/wiki/Okinawa_Prefecture,0.028158528170438624
